Location,Station,Date,avg_temp,avg_humid,avg_dew,avg_wind,avg_gust,precip
Lake Ahquabi Beach,KIAINDIA2,2020-08-31,67.4,68,56,1.5,5,0
Lake Anita Beach,KIAANITA4,2018-07-31,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-07-24,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-08-07,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-07-02,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-08-14,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-06-26,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-07-17,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-06-19,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-07-10,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-05-29,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-08-27,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-06-12,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-06-05,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-05-22,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2018-08-20,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2019-06-26,72.6,75,63.9,2.5,3.2,0.16
Lake Anita Beach,KIAANITA4,2019-07-02,75.6,80,68.8,3.1,4,0.15
Lake Anita Beach,KIAANITA4,2019-07-10,77.2,76,68.9,5.2,6.6,0
Lake Anita Beach,KIAANITA4,2019-07-17,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2019-07-24,67,69,55.6,0.9,1.3,0
Lake Anita Beach,KIAANITA4,2019-07-31,64,90,61.1,2.3,3.1,1.05
Lake Anita Beach,KIAANITA4,2019-08-07,75.1,76,66.6,1.6,2,0
Lake Anita Beach,KIAANITA4,2019-08-21,70.7,91,67.9,1.4,2,1.44
Lake Anita Beach,KIAANITA4,2019-08-28,65.9,72,55.5,0.6,1,0
Lake Anita Beach,KIAANITA4,2019-08-14,67,79,60.1,0.8,1.3,0
Lake Anita Beach,KIAANITA4,2020-05-20,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2020-05-27,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2020-06-03,NA,NA,NA,NA,NA,NA
Lake Anita Beach,KIAANITA4,2020-06-10,64.5,71,54.1,4.4,6,0.45
Lake Anita Beach,KIAANITA4,2020-06-17,76,63,62.5,8.8,10.9,0
Lake Anita Beach,KIAANITA4,2020-06-24,69.2,66,55.9,0.9,1.3,0
Lake Anita Beach,KIAANITA4,2020-07-01,75.5,78,68,2.5,3.5,1.61
Lake Anita Beach,KIAANITA4,2020-07-08,82.1,71,71.1,4,5,0
Lake Anita Beach,KIAANITA4,2020-07-15,69.1,80,62.4,2,2.8,0.18
Lake Anita Beach,KIAANITA4,2020-07-22,74.3,70,63.2,1.2,1.6,0
Lake Anita Beach,KIAANITA4,2020-07-28,74.4,74,65,3.8,4.7,0
Lake Anita Beach,KIAANITA4,2020-08-04,65.9,65,53.2,1.6,2,0
Lake Anita Beach,KIAANITA4,2020-08-12,76.3,82,70,4.5,5.5,0
Lake Anita Beach,KIAANITA4,2020-08-24,80.9,66,67.3,3.2,4,0
Lake Anita Beach,KIAANITA4,2020-08-31,69.1,62,54.2,2.9,3.8,0
Lake Darling Beach,KIAHEDRI2,2018-06-13,73.7,58,55.6,3,7.4,0
Lake Darling Beach,KIAHEDRI2,2018-07-25,72.4,79,64.9,0,0.1,0.01
Lake Darling Beach,KIAHEDRI2,2018-05-30,74.9,76,66.4,5.8,10,0.14
Lake Darling Beach,KIAHEDRI2,2018-08-01,73.3,72,62.9,0,0.3,0
Lake Darling Beach,KIAHEDRI2,2018-06-06,73.3,68,61.7,5.3,10.3,0.2
Lake Darling Beach,KIAHEDRI2,2018-05-23,75.4,68,63,4.1,8.5,0
Lake Darling Beach,KIAHEDRI2,2018-06-20,73.7,89,70,3.9,7.5,0.95
Lake Darling Beach,KIAHEDRI2,2018-08-08,72.8,79,65.1,0,0.6,0.01
Lake Darling Beach,KIAHEDRI2,2018-08-27,80.9,79,73.4,2.2,5.2,0.11
Lake Darling Beach,KIAHEDRI2,2018-06-27,74.8,80,67.9,2.7,5.3,0
Lake Darling Beach,KIAHEDRI2,2018-07-18,75.6,75,66.8,0,0.6,0
Lake Darling Beach,KIAHEDRI2,2018-08-20,72.4,88,68.6,2.1,5.4,0.45
Lake Darling Beach,KIAHEDRI2,2018-08-15,76.1,85,71.2,0,0.4,1.22
Lake Darling Beach,KIAHEDRI2,2018-07-11,78.7,74,69.3,0.2,1.6,0
Lake Darling Beach,KIAHEDRI2,2018-07-03,77.9,81,71.5,0.9,2.7,0
Lake Darling Beach,KIAHEDRI2,2019-06-26,75.4,81,68.8,0,0.2,0
Lake Darling Beach,KIAHEDRI2,2019-07-02,82.4,77,74.1,0,0.3,0
Lake Darling Beach,KIAHEDRI2,2019-07-10,78.3,74,68.9,3.4,5.8,0
Lake Darling Beach,KIAHEDRI2,2019-07-17,76,86,71.4,0.7,2.3,0.56
Lake Darling Beach,KIAHEDRI2,2019-07-24,72,73,61.7,0,0.2,0
Lake Darling Beach,KIAHEDRI2,2019-07-31,69.3,77,61.4,0,0.5,0
Lake Darling Beach,KIAHEDRI2,2019-08-06,72.3,79,65.1,0.3,1.3,0.11
Lake Darling Beach,KIAHEDRI2,2019-08-21,72.3,92,70.1,1.3,2.4,0.45
Lake Darling Beach,KIAHEDRI2,2019-08-28,66.4,72,56.1,2.9,5.2,0
Lake Darling Beach,KIAHEDRI2,2019-08-14,68.2,71,58.2,6.1,9.8,0
Lake Darling Beach,KIAHEDRI2,2020-05-20,58.9,84,54.1,6.3,11.9,0
Lake Darling Beach,KIAHEDRI2,2020-05-27,70.4,83,64.9,1.9,4.4,0
Lake Darling Beach,KIAHEDRI2,2020-06-03,77.8,62,63.4,3.1,6.2,0
Lake Darling Beach,KIAHEDRI2,2020-06-10,66.8,73,57,11.2,17.4,0.1
Lake Darling Beach,KIAHEDRI2,2020-06-17,73.4,47,50.7,5.2,9.8,0
Lake Darling Beach,KIAHEDRI2,2020-06-22,68.4,79,61.5,4.3,8.7,0.85
Lake Darling Beach,KIAHEDRI2,2020-06-30,73.3,84,68,2.9,6,0.21
Lake Darling Beach,KIAHEDRI2,2020-07-08,83.4,60,67.3,2.2,5.1,0
Lake Darling Beach,KIAHEDRI2,2020-07-14,76.5,62,62.2,4.7,9.2,0
Lake Darling Beach,KIAHEDRI2,2020-07-21,72.2,80,65.8,1.9,4.2,0.08
Lake Darling Beach,KIAHEDRI2,2020-07-29,76.1,67,63.9,1.6,3.6,0.03
Lake Darling Beach,KIAHEDRI2,2020-08-03,64.5,60,49.2,2.1,6.7,0
Lake Darling Beach,KIAHEDRI2,2020-08-12,75.2,66,62.7,4.3,8,0
Lake Darling Beach,KIAHEDRI2,2020-08-17,71.9,60,56.5,5.2,9.5,0
Lake Darling Beach,KIAHEDRI2,2020-08-26,81.6,51,60.5,2.7,6.2,0
Lake Darling Beach,KIAHEDRI2,2020-09-01,66.3,65,53.9,3.5,7.2,0.02
Lake Darling Beach,KIAHEDRI2,2021-05-25,71.8,78,64.4,6.2,11.1,0.01
Lake Darling Beach,KIAHEDRI2,2021-06-02,68.7,50,47.7,1.6,4.3,0
Lake Darling Beach,KIAHEDRI2,2021-06-08,77.2,60,61.4,2.5,5.8,0
Lake Darling Beach,KIAHEDRI2,2021-06-15,75.8,40,47.4,2.3,5.6,0
Lake Darling Beach,KIAHEDRI2,2021-06-22,63.7,56,46.9,3.7,8.1,0.07
Lake Darling Beach,KIAHEDRI2,2021-06-29,73,85,68.3,1.7,4.1,0.06
Lake Darling Beach,KIAHEDRI2,2021-07-07,74.3,85,69.6,0,0.5,0.2
Lake Darling Beach,KIAHEDRI2,2021-07-13,73,73,63.5,2.2,4.8,0
Lake Darling Beach,KIAHEDRI2,2021-07-20,75.6,67,63.4,1.6,3.2,0
Lake Darling Beach,KIAHEDRI2,2021-07-27,78.1,60,62.5,2.2,4.4,0
Lake Darling Beach,KIAHEDRI2,2021-08-03,69.3,60,53.5,1,2.2,0
Lake Darling Beach,KIAHEDRI2,2021-08-10,81.8,73,72,4.2,7.9,0
Lake Darling Beach,KIAHEDRI2,2021-08-17,72,59,56.4,3.2,6.1,0
Lake Darling Beach,KIAHEDRI2,2021-08-24,81.2,63,66.3,4,9.1,0
Lake Darling Beach,KIAHEDRI2,2021-08-31,67.9,75,59.5,3.1,7.3,0.04
Lake Keomah Beach,KIAOSKAL3,2018-08-08,76.2,70,64.4,2.8,6.4,0
Lake Keomah Beach,KIAOSKAL3,2018-08-01,76.2,63,61.3,4,7.6,0.28
Lake Keomah Beach,KIAOSKAL3,2018-08-15,77.6,80,70.6,3.4,6.7,0
Lake Keomah Beach,KIAOSKAL3,2018-06-27,77.1,75,67.9,2.8,6.1,0
Lake Keomah Beach,KIAOSKAL3,2018-08-27,82.3,73,72.1,8.8,17.3,0.35
Lake Keomah Beach,KIAOSKAL3,2018-08-20,72.6,87,68.4,6.8,12.9,0.69
Lake Keomah Beach,KIAOSKAL3,2018-07-25,75.9,67,63.8,3.1,5.8,0
Lake Keomah Beach,KIAOSKAL3,2018-05-23,76.3,67,63.6,5.2,10,0
Lake Keomah Beach,KIAOSKAL3,2018-06-20,73.5,89,70,3.5,7.7,2.12
Lake Keomah Beach,KIAOSKAL3,2018-05-30,75.7,74,66,5.1,9.8,0.26
Lake Keomah Beach,KIAOSKAL3,2018-06-13,75.4,53,55,5,9.9,0
Lake Keomah Beach,KIAOSKAL3,2018-07-03,80.2,74,71,7.3,12.4,0
Lake Keomah Beach,KIAOSKAL3,2018-07-11,81.2,69,69.4,6.5,11.4,0
Lake Keomah Beach,KIAOSKAL3,2018-07-18,77.3,68,65.2,5.3,8.6,0
Lake Keomah Beach,KIAOSKAL3,2018-06-06,74.5,69,63.3,6.4,12,0.79
Lake Keomah Beach,KIAOSKAL3,2019-06-26,76.6,74,67.1,0.1,3,0.02
Lake Keomah Beach,KIAOSKAL3,2019-07-02,83.3,71,72.4,0.6,7.1,0
Lake Keomah Beach,KIAOSKAL3,2019-07-10,80,65,66.5,1.4,8.1,0
Lake Keomah Beach,KIAOSKAL3,2019-07-17,77,81,70.9,1,6.6,0.63
Lake Keomah Beach,KIAOSKAL3,2019-07-24,75,63,60.5,0.1,1.7,0
Lake Keomah Beach,KIAOSKAL3,2019-07-31,70.3,72,60.4,0.4,3.1,0
Lake Keomah Beach,KIAOSKAL3,2019-08-06,75.1,74,65.4,0.6,5.2,0.12
Lake Keomah Beach,KIAOSKAL3,2019-08-21,73.6,90,70.4,0.5,4.2,1.42
Lake Keomah Beach,KIAOSKAL3,2019-08-28,68.6,61,53.5,1.5,8,0
Lake Keomah Beach,KIAOSKAL3,2019-08-14,70.7,76,62.6,1,7.7,0
Lake Keomah Beach,KIAOSKAL3,2020-05-20,59.3,89,56.2,0.5,7.5,0
Lake Keomah Beach,KIAOSKAL3,2020-05-27,70.6,87,66.5,0.2,2.8,0.1
Lake Keomah Beach,KIAOSKAL3,2020-06-03,79.2,74,69.8,0.3,4.1,0.08
Lake Keomah Beach,KIAOSKAL3,2020-06-10,67.4,78,59.6,4.9,13.8,0.82
Lake Keomah Beach,KIAOSKAL3,2020-06-17,75,56,57.8,1.8,8.5,0
Lake Keomah Beach,KIAOSKAL3,2020-06-22,69.3,84,64.3,0.8,7.2,0.37
Lake Keomah Beach,KIAOSKAL3,2020-06-30,74.5,85,69.7,0.3,3.5,0.19
Lake Keomah Beach,KIAOSKAL3,2020-07-08,85.2,69,73.3,0.7,5.4,0
Lake Keomah Beach,KIAOSKAL3,2020-07-14,71.3,89,68,0.4,4.1,0.39
Lake Keomah Beach,KIAOSKAL3,2020-07-21,73.2,87,69.1,0,2.7,0.05
Lake Keomah Beach,KIAOSKAL3,2020-07-29,79.3,75,70.6,0,3.1,0
Lake Keomah Beach,KIAOSKAL3,2020-08-03,65.9,67,53.5,1,8.3,0
Lake Keomah Beach,KIAOSKAL3,2020-08-12,76.3,79,69.1,0.9,7.3,0
Lake Keomah Beach,KIAOSKAL3,2020-08-17,73.9,70,62.9,1.7,8.8,0
Lake Keomah Beach,KIAOSKAL3,2020-08-26,82.9,61,66.6,0.8,7.4,0
Lake Keomah Beach,KIAOSKAL3,2020-09-01,66.2,80,59.6,0.4,4.9,0.15
Lake Keomah Beach,KIAOSKAL3,2021-05-26,73.1,60,56.3,0.6,4.7,0.35
Lake Keomah Beach,KIAOSKAL3,2021-06-02,70.1,60,54.1,0.1,2,0
Lake Keomah Beach,KIAOSKAL3,2021-06-08,77.8,74,68.3,0.3,2.8,0
Lake Keomah Beach,KIAOSKAL3,2021-06-15,78.4,46,54.2,0.6,3.1,0
Lake Keomah Beach,KIAOSKAL3,2021-06-22,65,68,53.6,1.6,7.4,0.07
Lake Keomah Beach,KIAOSKAL3,2021-06-29,73.4,91,70.6,0,1,0.25
Lake Keomah Beach,KIAOSKAL3,2021-07-07,75.7,78,68.4,0.1,3,0.38
Lake Keomah Beach,KIAOSKAL3,2021-07-13,75,76,66.5,0.4,3.3,0
Lake Keomah Beach,KIAOSKAL3,2021-07-20,78.4,70,67.3,0.5,2.7,0
Lake Keomah Beach,KIAOSKAL3,2021-07-27,80,70,69.2,0.4,3.1,0
Lake Keomah Beach,KIAOSKAL3,2021-08-03,72.2,65,58.8,0,1.2,0
Lake Keomah Beach,KIAOSKAL3,2021-08-10,83,81,76.6,0.9,6.3,0
Lake Keomah Beach,KIAOSKAL3,2021-08-17,74.5,69,63.4,0.4,4,0
Lake Keomah Beach,KIAOSKAL3,2021-08-24,82.7,73,72.5,2.6,9.8,0
Lake Keomah Beach,KIAOSKAL3,2021-08-31,69.3,84,64.4,0.3,4.4,0.44
Lake Macbride Beach,KIASOLON7,2018-06-12,73.4,87,68.9,0.7,1.9,0
Lake Macbride Beach,KIASOLON7,2018-06-05,75.2,57,57.8,1.5,3.2,0
Lake Macbride Beach,KIASOLON7,2018-06-19,72.4,96,71.1,0.3,0.7,1.28
Lake Macbride Beach,KIASOLON7,2018-06-26,70.9,92,68.4,1.6,2.7,1.09
Lake Macbride Beach,KIASOLON7,2018-05-29,79.1,75,69.9,0.5,1,0.08
Lake Macbride Beach,KIASOLON7,2018-07-24,74.5,77,66,0.7,2.1,0
Lake Macbride Beach,KIASOLON7,2018-08-28,76.1,87,71.8,2.8,4.1,0.59
Lake Macbride Beach,KIASOLON7,2018-08-07,71,93,68.8,0.3,0.6,0.93
Lake Macbride Beach,KIASOLON7,2018-08-14,75.8,82,69.7,0,0,0
Lake Macbride Beach,KIASOLON7,2018-08-21,66.9,88,63.2,1.1,2.9,0
Lake Macbride Beach,KIASOLON7,2018-05-22,66.6,82,60.6,0.3,1,0
Lake Macbride Beach,KIASOLON7,2018-07-17,74.9,76,66,0.4,0.9,0
Lake Macbride Beach,KIASOLON7,2018-07-31,69.9,78,62,0.4,0.8,0
Lake Macbride Beach,KIASOLON7,2018-07-10,78.2,83,72,0.1,0.3,0
Lake Macbride Beach,KIASOLON7,2018-07-02,73.1,76,64.4,0.4,0.9,0
Lake Macbride Beach,KIASOLON7,2019-06-25,73.9,69,62.2,0.2,0.6,0
Lake Macbride Beach,KIASOLON7,2019-07-01,77.8,81,70.9,0.7,1.3,0
Lake Macbride Beach,KIASOLON7,2019-07-09,77.8,77,69.7,1.3,2.3,0
Lake Macbride Beach,KIASOLON7,2019-07-16,77.6,80,70.2,0.3,0.9,0.02
Lake Macbride Beach,KIASOLON7,2019-07-23,71.8,68,59.6,0.4,1.3,0
Lake Macbride Beach,KIASOLON7,2019-07-30,69.4,71,58.9,0.4,1.1,0
Lake Macbride Beach,KIASOLON7,2019-08-06,73.4,80,65.8,0,0.1,0.08
Lake Macbride Beach,KIASOLON7,2019-08-20,74.1,87,69.5,0.7,1.5,0.94
Lake Macbride Beach,KIASOLON7,2019-08-27,68.4,74,58.7,0.7,2.1,0.01
Lake Macbride Beach,KIASOLON7,2019-08-13,75.3,84,69.7,0.2,0.8,0.01
Lake Macbride Beach,KIASOLON7,2020-05-19,54.9,90,51.9,0,0.1,0
Lake Macbride Beach,KIASOLON7,2020-05-26,75,78,67.4,0,0.6,0.03
Lake Macbride Beach,KIASOLON7,2020-06-02,79.8,66,66.9,0,0.4,0
Lake Macbride Beach,KIASOLON7,2020-06-09,71.8,78,63.6,0,0.3,2.34
Lake Macbride Beach,KIASOLON7,2020-06-16,73.3,51,53.6,0,0.3,0
Lake Macbride Beach,KIASOLON7,2020-06-23,67.5,76,58.8,0,0.2,0
Lake Macbride Beach,KIASOLON7,2020-06-30,73.3,91,70.3,0,0,0.32
Lake Macbride Beach,KIASOLON7,2020-07-06,81.6,77,72.4,0,0,0
Lake Macbride Beach,KIASOLON7,2020-07-13,75.8,77,67,0,0,0
Lake Macbride Beach,KIASOLON7,2020-07-21,72,90,68.7,0,0,0.56
Lake Macbride Beach,KIASOLON7,2020-07-28,76.1,71,65.1,0,0.2,0
Lake Macbride Beach,KIASOLON7,2020-08-04,65.5,74,55.6,0,0,0
Lake Macbride Beach,KIASOLON7,2020-08-11,87.2,59,70.8,0,0,0
Lake Macbride Beach,KIASOLON7,2021-05-25,72.9,80,66.3,0,0.7,0
Lake Macbride Beach,KIASOLON7,2021-06-02,68.9,68,55.4,0,0,0
Lake Macbride Beach,KIASOLON7,2021-06-07,79.4,71,68.6,0,0,0
Lake Macbride Beach,KIASOLON7,2021-06-14,78.6,49,56.6,0,0,0
Lake Macbride Beach,KIASOLON7,2021-06-21,65,63,51.2,1.2,3.6,0
Lake Macbride Beach,KIASOLON7,2021-06-28,75.3,86,70.4,0,0,0
Lake Macbride Beach,KIASOLON7,2021-07-07,76.9,77,69.1,0,0,0
Lake Macbride Beach,KIASOLON7,2021-07-12,67.5,87,63.6,0,0,0.01
Lake Macbride Beach,KIASOLON7,2021-07-19,76.4,76,67.6,0,0,0
Lake Macbride Beach,KIASOLON7,2021-07-26,78.9,74,67.8,0,0,0
Lake Macbride Beach,KIASOLON7,2021-08-02,69.1,69,57.2,0,0,0
Lake Macbride Beach,KIASOLON7,2021-08-09,79.9,80,72.8,0,0,0
Lake Macbride Beach,KIASOLON7,2021-08-16,71.7,70,59.9,0,0,0
Lake Macbride Beach,KIASOLON7,2021-08-23,77,82,70.6,0,0.1,0.77
Lake Macbride Beach,KIASOLON7,2021-08-30,74.6,72,63.8,0,0,0
Lake Manawa Beach,KNEBELLE19,2018-08-28,70.5,86,66.2,5.7,10.8,0.12
Lake Manawa Beach,KNEBELLE19,2018-08-21,67.9,82,62.1,4.2,7.5,0
Lake Manawa Beach,KNEBELLE19,2018-08-14,72.6,89,69.1,3.1,6.9,0.22
Lake Manawa Beach,KNEBELLE19,2018-07-24,75.1,63,60.3,1.3,5,0
Lake Manawa Beach,KNEBELLE19,2018-08-07,75.4,79,67.4,2.1,4.3,0
Lake Manawa Beach,KNEBELLE19,2018-06-26,71.1,83,65.2,0.8,4,0
Lake Manawa Beach,KNEBELLE19,2018-07-31,72.5,69,60.9,0.6,3.2,0
Lake Manawa Beach,KNEBELLE19,2018-06-19,75.1,90,72,1.2,5.6,1.23
Lake Manawa Beach,KNEBELLE19,2018-06-12,73.9,81,67.3,1.5,5.1,0.01
Lake Manawa Beach,KNEBELLE19,2018-06-05,76.9,65,62.9,1.9,6.8,0
Lake Manawa Beach,KNEBELLE19,2018-07-17,71.6,83,66,1.6,5.7,0.71
Lake Manawa Beach,KNEBELLE19,2018-05-22,70.1,79,62.6,3.6,9.6,0.89
Lake Manawa Beach,KNEBELLE19,2018-05-29,68.8,88,65.1,1.1,5,0.21
Lake Manawa Beach,KNEBELLE19,2018-07-10,83.7,64,69.4,1.6,4.9,0
Lake Manawa Beach,KNEBELLE19,2018-07-02,75.8,75,66.6,4.1,10.1,0
Lake Manawa Beach,KNEBELLE19,2019-06-25,73.7,69,62.5,2.1,5.6,0.06
Lake Manawa Beach,KNEBELLE19,2019-07-01,82.5,68,70.4,2.6,7.2,0
Lake Manawa Beach,KNEBELLE19,2019-07-09,80,76,71.3,6.3,11.6,0.33
Lake Manawa Beach,KNEBELLE19,2019-07-16,80.9,74,70.9,2.8,6.4,0.41
Lake Manawa Beach,KNEBELLE19,2019-07-23,70.7,62,55.9,2,4.5,0
Lake Manawa Beach,KNEBELLE19,2019-07-30,70.6,76,62.3,3.5,7.6,0.01
Lake Manawa Beach,KNEBELLE19,2019-08-07,78.8,69,67.3,2.4,5.3,0.01
Lake Manawa Beach,KNEBELLE19,2019-08-20,85.3,81,78.6,4.5,9.1,0
Lake Manawa Beach,KNEBELLE19,2019-08-27,67.7,67,55.4,2.9,6.7,0
Lake Manawa Beach,KNEBELLE19,2019-08-13,79.1,70,67,3.1,6.1,0
Lake Manawa Beach,KNEBELLE19,2020-05-19,58.4,82,52.7,2.3,4.2,0.01
Lake Manawa Beach,KNEBELLE19,2020-05-26,64.4,95,62.9,3,4.7,0.22
Lake Manawa Beach,KNEBELLE19,2020-06-02,81.4,58,64.1,2.7,8,0
Lake Manawa Beach,KNEBELLE19,2020-06-09,77.5,70,66.4,4.7,11.1,0.43
Lake Manawa Beach,KNEBELLE19,2020-06-16,81.3,61,65.5,9.8,20.4,0
Lake Manawa Beach,KNEBELLE19,2020-06-23,70.5,58,53.8,2.4,3.9,0
Lake Manawa Beach,KNEBELLE19,2020-06-29,79.8,80,73,7.1,10.9,0
Lake Manawa Beach,KNEBELLE19,2020-07-07,81.9,64,68,2.3,4.3,0
Lake Manawa Beach,KNEBELLE19,2020-07-13,79.7,65,66.8,4.2,6.5,0
Lake Manawa Beach,KNEBELLE19,2020-07-21,76.4,76,67.5,1.8,3.6,0.07
Lake Manawa Beach,KNEBELLE19,2020-07-28,78.5,71,67.7,1.3,2.9,0
Lake Manawa Beach,KNEBELLE19,2020-08-05,68.8,74,59.7,4.6,7.3,0.06
Lake Manawa Beach,KNEBELLE19,2020-08-11,75.1,73,65.6,3.7,5.9,0
Lake Manawa Beach,KNEBELLE19,2020-08-19,72.9,69,61.3,2.4,4.3,0
Lake Manawa Beach,KNEBELLE19,2020-08-24,83.3,57,65.2,1.5,3.1,0
Lake Manawa Beach,KNEBELLE19,2020-09-02,74.8,62,56,1.3,2.6,0
Lake of Three Fires Beach,KIABEDFO2,2018-06-19,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-06-12,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-06-26,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-06-05,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-07-02,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-07-24,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-08-07,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-08-27,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-08-14,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-07-17,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-08-20,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-05-29,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-05-22,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-07-31,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2018-07-10,NA,NA,NA,NA,NA,NA
Lake of Three Fires Beach,KIABEDFO2,2019-06-26,73.4,75,64.4,0.9,1.5,0
Lake of Three Fires Beach,KIABEDFO2,2019-07-02,82.3,70,70.9,0.8,1.8,0
Lake of Three Fires Beach,KIABEDFO2,2019-07-10,76.5,70,64.7,0.4,0.8,0
Lake of Three Fires Beach,KIABEDFO2,2019-07-17,84.1,75,74.7,2.2,4,0
Lake of Three Fires Beach,KIABEDFO2,2019-07-24,69.6,70,57.5,0.8,1.5,0
Lake of Three Fires Beach,KIABEDFO2,2019-07-31,65.3,93,63.1,1.2,1.9,0.45
Lake of Three Fires Beach,KIABEDFO2,2019-08-07,75.5,78,67.5,0.6,1,0
Lake of Three Fires Beach,KIABEDFO2,2019-08-21,73.4,90,70.2,0.4,0.8,0.15
Lake of Three Fires Beach,KIABEDFO2,2019-08-28,67.6,74,57.9,0.6,1.1,0
Lake of Three Fires Beach,KIABEDFO2,2019-08-14,70.5,75,61.5,0.2,0.6,0
Lake of Three Fires Beach,KIABEDFO2,2020-05-20,60.7,90,57.6,1,2,0
Lake of Three Fires Beach,KIABEDFO2,2020-05-27,67.3,91,64.3,0,0.1,0.01
Lake of Three Fires Beach,KIABEDFO2,2020-06-03,79.8,76,70.9,0.2,0.5,0
Lake of Three Fires Beach,KIABEDFO2,2020-06-10,65.5,76,56.7,1,2.4,1.3
Lake of Three Fires Beach,KIABEDFO2,2020-06-17,76.7,65,63.7,1.4,2.7,0
Lake of Three Fires Beach,KIABEDFO2,2020-06-24,69.2,69,56.4,0.1,0.3,0
Lake of Three Fires Beach,KIABEDFO2,2020-07-01,76.3,80,69.3,0.3,0.8,1.51
Lake of Three Fires Beach,KIABEDFO2,2020-07-08,82.9,74,72.6,0.3,0.7,0
Lake of Three Fires Beach,KIABEDFO2,2020-07-15,71.1,90,67.8,0.2,0.5,1.83
Lake of Three Fires Beach,KIABEDFO2,2020-07-22,76.4,75,66.8,0.1,0.2,0
Lake of Three Fires Beach,KIABEDFO2,2020-07-29,73.9,90,70.6,0.1,0.3,0.67
Lake of Three Fires Beach,KIABEDFO2,2020-08-05,65.7,79,58.3,0.4,0.9,0
Lake of Three Fires Beach,KIABEDFO2,2020-08-12,77.1,86,72.2,0.4,0.9,0.02
Lake of Three Fires Beach,KIABEDFO2,2020-08-17,71.9,69,59.5,0.2,0.7,0
Lake of Three Fires Beach,KIABEDFO2,2020-08-24,80.1,71,68.2,0.2,0.4,0
Lake of Three Fires Beach,KIABEDFO2,2020-08-31,69.6,77,61,0.2,0.4,0.87
Lake of Three Fires Beach,KIABEDFO3,2021-05-26,72.3,68,59.5,2,2.6,0
Lake of Three Fires Beach,KIABEDFO3,2021-06-01,63.1,79,55.2,0.9,1.4,0
Lake of Three Fires Beach,KIABEDFO2,2021-06-09,79.8,73,68.2,0,0,0
Lake of Three Fires Beach,KIABEDFO2,2021-06-16,61.6,85,57,0,0,0
Lake of Three Fires Beach,KIABEDFO2,2021-06-23,80.1,64,65.4,0,0,0
Lake of Three Fires Beach,KIABEDFO2,2021-06-30,77,78,67.7,0,0,0
Lake of Three Fires Beach,KIABEDFO2,2021-07-06,79.6,75,68.5,0,0,0
Lake of Three Fires Beach,KIABEDFO2,2021-07-14,77.4,87,72.8,0,0,0
Lake of Three Fires Beach,KIABEDFO2,2021-07-21,74.1,86,68.7,0,0,0
Lake of Three Fires Beach,KIABEDFO3,2021-07-28,83.9,78,76.1,1.1,1.6,0
Lake of Three Fires Beach,KIABEDFO3,2021-08-04,68,83,62.4,0.8,1.2,0
Lake of Three Fires Beach,KIABEDFO3,2021-08-11,81.5,85,76.5,2.2,3.1,0
Lake of Three Fires Beach,KIABEDFO3,2021-08-18,76,85,70.5,1,1.5,0
